question,answer,cat,sub_cat
How can I check the balance of my remaining minutes & data within my plan?,"You can check the balance of all your remaining allowances within your plan by sending SMS or USSD.
,
SMS: BALANCE to 1012 or via USSD: *140#",mobilenew,mobile_postpaid
 Can I change my Etisalat Emirati plan to any other postpaid plans? Are there any exit charges accompanied with that change?,"You can change your plan to any other postpaid plan:,.,In case of upgrading your plan there will be no exit charges, and In case of downgrading exit charges will apply.",mobilenew,mobile_postpaid
"Can I subscribe to the Data packages, Blackberry services, Value added services…etc. on top of Etisalat Emirati plans?","Yes, you can subscribe to all the Data packages, Blackberry services and VAS services available. But you cannot subscribe to the new postpaid plan add ons.",mobilenew,mobile_postpaid
Are there any exit charges applied in case of line termination?,"You can cancel the line by visiting your nearest Etisalat store.,AED 300 cancellation fee is applied if you are terminating a postpaid connection without any contract or migrating to prepaid in the first 6 months from activation date.,If you are in 12 months contract early termination fee of AED 50 * remaining contract months will be applied.,If you are in 24 months contract early termination fee of AED 100 * remaining contract months will be applied.",mobilenew,mobile_postpaid
How can i benefit from the free minutes to preferred numbers?,"You need to activate the preferred number/s by SMS
,
To activate, SMS: 'ACT NAT number' to 1012
,
To Change: SMS ‘Change NAT old preferred number and new preferred number’ to 1012
,
For example: the old preferred number is 0501234567 and the new number is 0507654321 then type 'Change NAT 0501234567 0507654321'
,
Number can be changed only once a month. AED 25 charge applies.
,
The preferred number can be any number in UAE. (Both landline or mobile from any network).",mobilenew,mobile_postpaid
How many data units will I get for my package allowance? ,"Etisalat follows uniform data allowance configuration across its packages, and your data units will be based on the below conversion:
,
1 GB = 1,000 MB; 1 MB = 1,000 KB; 1 KB = 1,024 Bytes",mobilenew,mobile_postpaid
What is eLife TV?,"The new eLife TV experience is a key part of the eLife ""Triple Play"" bundle. With over 490 TV channels at your fingertips, you're always sure to find something to enjoy. Plus, you can choose from over 15 different packages featuring Sports, Family Entertainment, News and more. If you're looking for great TV entertainment, you came to the right place. The latest shows, movies and sports events, a crystal-clear digital picture with all the extras:
,
- Recorder
,
- OnDemand
,
- Guide
,
- Catch Up TV",elife_faqs,elife
How does eLife TV work?,"eLife is based on Next Generation Fiber Optic Technology which allows you to receive high quality voice, superfast Internet and a High-Definition TV into one amazing experience. It offers you better picture quality as the picture is completely retained in digital format.",elife_faqs,elife
How is eLife TV better than my existing TV connection?,"eLife TV is powered by Etisalat's Fiber Optic technology, hence the picture and sound quality is better than your building TV system and more reliable than Satellite TV. Besides elevating you to a new technology eLife TV offers you innumerable other advantages that will change the way you watch television :
,
- All your selections of TV channels can be made available through the same Set Top Box
,
- Easy options to relocate / shift
,
- Uninterrupted Viewing
,
- Amazing new features such as Recorder, On Demand, Catch-Up TV etc.",elife_faqs,elife
What equipment is required to receive eLife TV services?,"A Set-Top-Box (decoder) is required to receive the eLife TV service. The Set-Top-Box is available from Etisalat. You can also access eLife TV services on iPad/iPhone, PCs and Android devices with only an additional monthly access fee.",elife_faqs,elife
What are the TV packages available on eLife TV?,"Packages offered reflect the viewing preferences of residents within the United Arab Emirates. The pricing is very competitive and offers a good entertainment value for the money to our viewers. To see what is offered please ,.",elife_faqs,elife
Can I use Satellite / Building TV service as well as eLife TV simultaneously?,"Yes. Satellite and eLife TV services can be used simultaneously on a single TV set. While the satellite / building system can be used as per regular practice, eLife TV gets connected to one of the HDMI / AV inputs of the TV set. Select the specific input from your TV remote to enjoy eLife TV services.",elife_faqs,elife
Will I be able to view all the channels as my TV set has very few channels?,"Yes. You will be able to view all the channels even if your TV set has very few channels. The Set Top Box provided by Etisalat enables a large number of channels to be viewed irrespective of the number of channels supported by your TV. However, kindly note that only the channels that you have subscribed to will be available for you to enjoy. You can subscribe to additional TV packages directly from the TV menu.",elife_faqs,elife
I have more than one TV set at my home. Can I connect my eLife TV subscription to all of them?,"Yes, you may subscribe to additional connections for a nominal monthly fee plus additional subscription charges for some of the Premium TV packages.",elife_faqs,elife
How I will be able to unsubscribe from Data Plus Packs?,"You can unsubscribe from Data Plus Packs via SMS, USSD, IVR, Mobile app, calling customer care 101 or by visiting any Etisalat Business Centre",mobilenew,mobile_data
How many data units will I get for 1GB package allowance? ,"Etisalat follows uniform data allowance configuration across its packages, and your data units will be based on the below conversion:
,
1GB = 1,000MB; 1MB = 1,000KB; 1KB = 1,024Bytes",mobilenew,mobile_data
How my data units will be consumed for package and pay-as-you-go usage? ,"When consuming data from a data package, your allowance will be deducted on the basis of 30KB increments, whereas for pay-as-you-go data usage without any package, you will be rated on a 1KB pulse.",mobilenew,mobile_data
What is the new Start/Stop Data service for prepaid customers?,"Start/Stop Data service gives you the option to use mobile data for short periods, as and when needed, where you can use as much data as you want and pay only for the time you use at a very affordable rate.,Minimum access charge of 30 fils applies for the first 15 minutes of usage.",mobilenew,mobile_data
How does the charging work in Start/Stop Data service?,"After you 'Start' a data session, you will be charged for 15 minutes of usage directly (minimum session), post which charging will continue on a per-minute basis.,For example, if you use Start/Stop Data for 21 mins, 14 secs, you’ll be charged for 22 mins @ 2fils/minute or 44 fils.,Important to note, a minimum prepaid balance of 30 fils is needed to initiate a Start/Stop Data session to cover for the minimum access charge.",mobilenew,mobile_data
How much data can I use with the Start/Stop Data service?,"The Start/Stop Data service has no volume limit on usage, so there is no need to worry about how much data is consumed during any session.",mobilenew,mobile_data
What kind of data speed will I get with the Start/Stop Data service?,"Data speed will be limited to 1Mbps during any Start/Stop Data session. This is more than adequate for accessing any mobile optimised site, uploading/downloading rich content or streaming videos.",mobilenew,mobile_data
How can I manage my Start/Stop Data sessions?,"You can Start/Stop/Check your data sessions by dialing *777#,Dial *777*1# to START,Dial *777*2# to STOP,Dial *777*3# to CHECK",mobilenew,mobile_data
